candidate_id,job_id,education_level,years_experience,num_relevant_skills,skills,internal_referral,interview_score,technical_test_score,soft_skill_score,hiring_eligibility
2989,268,Bachelor,18,3,"Machine Learning, Communication",Yes,8.52,3.17,5.54,Eligible
2990,1506,Master,1,2,"Python, Excel",No,2.38,7.04,4.54,Not Eligible
2991,3861,Bachelor,9,1,Python,No,8.99,9.7,3.99,Not Eligible
2992,3770,Master,10,3,"Machine Learning, SQL, Leadership, Excel",No,6.39,4.15,1.68,Not Eligible
2993,3294,Bachelor,12,4,"Machine Learning, SQL",Yes,7.96,5.4,7.55,Eligible
2994,1283,Bachelor,19,4,Cloud Computing,Yes,7.24,4.6,4.26,Eligible
2995,1977,Bachelor,0,4,"Communication, Python, Machine Learning, Data Visualization",Yes,8.95,1.9,9.46,Eligible
2996,1077,Bachelor,17,2,"Cloud Computing, Python, Leadership",No,1.54,9.56,9.55,Not Eligible
2997,909,Bachelor,6,3,Python,Yes,9.88,4.48,6.16,Eligible
2998,4581,Bachelor,6,4,"Leadership, Excel",No,8.92,9.65,4.16,Eligible
2999,3515,PhD,1,2,"Leadership, Machine Learning, Python",No,1.39,7.48,4.6,Not Eligible
3000,1342,Bachelor,7,4,Communication,No,3.27,2.99,3.59,Not Eligible
3001,2469,Bachelor,10,3,"Python, Communication, Cloud Computing, SQL",No,5.82,6.47,7.15,Not Eligible
3002,717,Master,16,2,"Python, Communication, Excel, Data Visualization",No,8.71,1.82,5.81,Eligible
3003,3162,Bachelor,14,1,Leadership,No,3.81,2.76,4.8,Not Eligible
3004,2828,Bachelor,11,2,"SQL, Data Visualization, Leadership",No,1.45,1.96,5.71,Not Eligible
3005,345,PhD,19,3,"Machine Learning, Data Visualization, SQL, Python",Yes,8.02,1.58,2.09,Eligible
3006,434,Master,7,1,"Excel, Python, Cloud Computing, Communication",Yes,4.91,6.57,6.97,Not Eligible
3007,4655,Bachelor,4,4,"Machine Learning, Data Visualization, SQL",No,7.85,3.43,5.63,Not Eligible
3008,4624,Bachelor,7,3,"Communication, SQL, Excel",No,3.93,7.81,6.53,Eligible
3009,2414,Bachelor,12,4,Communication,No,8.37,4.02,3.5,Not Eligible
3010,1424,Bachelor,13,3,"SQL, Leadership",No,4.25,8.83,7.69,Eligible
3011,984,Bachelor,13,4,"Communication, Cloud Computing, Excel",No,5.29,4.97,5.31,Not Eligible
3012,2282,Bachelor,0,2,"Machine Learning, Cloud Computing, Excel, Data Visualization",Yes,9.44,4.16,1.89,Eligible
3013,2647,Bachelor,0,1,Leadership,No,2.33,1.37,7.02,Not Eligible
3014,4160,Bachelor,8,2,"Communication, Excel",No,6.24,7.57,2.02,Not Eligible
3015,4574,Bachelor,6,3,Python,No,8.32,9.79,1.53,Eligible
3016,2993,Master,8,1,"Communication, Machine Learning, Cloud Computing",No,7.22,3.34,7.7,Eligible
3017,3477,Bachelor,1,2,"Excel, Communication",No,4.84,6.89,5.24,Not Eligible
3018,949,Bachelor,7,3,Excel,No,8.22,7.07,1.23,Eligible
3019,3774,Master,0,1,"Communication, SQL, Machine Learning",No,5.31,4.97,5.62,Not Eligible
3020,4049,Master,3,2,"SQL, Excel",No,6.79,4.09,9.06,Not Eligible
3021,694,Master,11,4,"Machine Learning, SQL, Data Visualization",No,4.02,1.47,1.85,Not Eligible
3022,4335,Bachelor,3,1,"Leadership, Machine Learning, Python, Cloud Computing",Yes,1.52,9.55,4.12,Not Eligible
3023,4236,Bachelor,18,4,Excel,No,2.84,5.59,8.47,Not Eligible
3024,2598,Bachelor,6,1,"SQL, Python, Communication, Leadership",Yes,5.21,3.75,3.29,Not Eligible
3025,3406,Master,0,2,"SQL, Leadership, Excel, Communication",No,9.05,8.93,1.98,Not Eligible
3026,2139,Bachelor,10,3,"Python, Data Visualization, Leadership, Excel",No,2.19,2.24,4.99,Not Eligible
3027,3218,Master,3,2,Machine Learning,No,3.85,7.3,8.78,Not Eligible
3028,1620,Bachelor,3,2,"SQL, Communication, Leadership",Yes,3.97,2.06,3.92,Not Eligible
3029,675,Bachelor,11,1,Machine Learning,Yes,8,7.57,8.53,Eligible
3030,4436,Bachelor,16,4,"Machine Learning, Excel, Leadership, Python",Yes,5.89,6.42,2.02,Not Eligible
3031,3270,Bachelor,10,2,"Machine Learning, Communication",No,4.74,6.13,4.66,Not Eligible
3032,3546,Master,4,4,"Cloud Computing, Leadership",No,1.56,6.07,5.4,Not Eligible
3033,455,Bachelor,1,1,"Communication, Cloud Computing, Machine Learning, Excel",No,9.73,4.94,4.56,Not Eligible
3034,1382,Bachelor,8,3,Leadership,No,8.26,9.06,8.99,Eligible
3035,844,Bachelor,15,1,"Excel, Python, Leadership, Machine Learning",No,1.51,1.33,3.81,Not Eligible
3036,1297,Bachelor,17,4,"Cloud Computing, Leadership, Communication, Python",Yes,1.42,8.89,8.78,Eligible
3037,1941,Bachelor,11,4,"Cloud Computing, SQL, Communication, Excel",No,3.27,4.83,8.5,Not Eligible
3038,4166,Bachelor,11,4,Python,Yes,1.46,3.96,8.01,Not Eligible
3039,3887,Bachelor,3,2,"Leadership, SQL, Cloud Computing, Machine Learning",No,7.67,6.36,3.3,Not Eligible
3040,2981,Bachelor,17,4,"Excel, Leadership, SQL, Python",No,2.85,2.95,4.28,Not Eligible
3041,1807,PhD,15,4,"Data Visualization, Excel",Yes,8.93,5.01,6.06,Eligible
3042,1931,Bachelor,4,2,"Python, Data Visualization, Leadership, SQL",No,6.49,6.64,2.34,Not Eligible
3043,1033,Master,1,4,Data Visualization,No,5.37,4.36,4.92,Not Eligible
3044,269,Master,12,2,"Excel, SQL, Communication, Data Visualization",No,2.01,3.86,1.06,Not Eligible
3045,3078,Master,10,3,Cloud Computing,Yes,2.17,6.31,2.97,Not Eligible
3046,385,Bachelor,2,2,Leadership,No,2.09,6.63,8.84,Not Eligible
3047,4997,Bachelor,5,2,"Excel, Cloud Computing, SQL, Data Visualization",No,2.91,3.82,1.09,Not Eligible
3048,1602,Bachelor,13,4,"Data Visualization, SQL, Cloud Computing",Yes,1.94,6.84,4.35,Not Eligible
3049,982,Bachelor,5,1,"Data Visualization, SQL",No,3.89,8.59,9.36,Not Eligible
3050,2144,Bachelor,12,2,"Machine Learning, Cloud Computing, SQL",No,8.31,2.02,8.11,Not Eligible
3051,125,Bachelor,0,1,"Cloud Computing, Excel, SQL",No,2.32,9.45,2.34,Not Eligible
3052,2601,Bachelor,16,3,"Leadership, Communication",Yes,3.69,1.61,3.76,Not Eligible
3053,2994,Bachelor,10,2,"Python, Cloud Computing, Machine Learning",No,5.05,5.72,7.56,Not Eligible
3054,2417,Master,1,4,"Excel, Leadership, Machine Learning",No,6.52,9.12,5.95,Not Eligible
3055,2325,Bachelor,1,3,"Data Visualization, Python, Communication, Leadership",No,3.14,3.3,8.17,Not Eligible
3056,3281,Bachelor,15,2,"Machine Learning, Cloud Computing, Python",Yes,6.53,7.27,2.5,Eligible
3057,4021,Master,11,2,Leadership,Yes,2.65,1.38,4.32,Not Eligible
3058,193,Bachelor,8,4,"SQL, Machine Learning, Cloud Computing, Python",No,6.65,5.32,7.81,Not Eligible
3059,2208,Master,4,4,"Cloud Computing, Communication, Excel, Data Visualization",No,8.1,6.63,4.71,Eligible
3060,488,Bachelor,13,4,"Excel, Data Visualization, Communication",No,1.21,5.86,6.98,Not Eligible
3061,3680,PhD,2,2,"SQL, Cloud Computing, Excel",No,9.42,2.6,2.76,Not Eligible
3062,3028,Bachelor,6,1,"Cloud Computing, Excel, SQL",Yes,7.41,1.19,6.87,Eligible
3063,4343,Master,17,4,"Leadership, Machine Learning, Data Visualization, Excel",No,9.55,5.03,2.56,Eligible
3064,4102,Bachelor,14,1,"Data Visualization, Leadership",No,3.38,2.62,7.86,Not Eligible
3065,553,Bachelor,3,4,"SQL, Python, Machine Learning, Data Visualization",No,9.44,4.29,5.88,Not Eligible
3066,2081,Bachelor,12,1,"Leadership, Machine Learning",Yes,5.08,8.57,4.87,Not Eligible
3067,1304,Bachelor,17,2,"Excel, Data Visualization, Machine Learning, Communication",No,2.36,5.94,1.63,Not Eligible
3068,3679,Bachelor,15,2,Machine Learning,No,7.64,1.74,6.99,Not Eligible
3069,3980,Master,0,2,"Python, SQL, Excel, Communication",No,7.25,7.46,2.71,Not Eligible
3070,3051,Master,1,1,"Data Visualization, Communication",No,9.3,5.05,2.1,Not Eligible
3071,4851,Bachelor,1,1,"Cloud Computing, Machine Learning, Excel",No,3.74,1.36,2.41,Not Eligible
3072,946,Bachelor,15,3,Python,No,6.66,7.5,2.66,Eligible
3073,2686,Bachelor,7,4,"Excel, Python",No,9.64,8.97,7.16,Eligible
3074,4,Bachelor,0,1,"Excel, Machine Learning",Yes,8.85,7.72,5.38,Eligible
3075,4150,Bachelor,14,4,"Python, Data Visualization, SQL, Excel",No,8.4,9.8,5.21,Eligible
3076,3522,Master,16,3,"Excel, Machine Learning, Data Visualization",No,8.91,2.42,5.17,Eligible
3077,4005,Master,16,3,"Leadership, Excel, SQL, Machine Learning",No,8.6,6.08,4.71,Eligible
3078,45,Bachelor,2,1,"Cloud Computing, Communication, Excel",Yes,4.41,1.83,5.64,Not Eligible
3079,3726,Master,11,2,"SQL, Excel, Data Visualization, Leadership",No,1.14,9.78,2.44,Not Eligible
3080,2900,PhD,4,1,"Communication, Leadership",No,9.89,2.94,3.55,Eligible
3081,2219,Master,12,3,SQL,No,7.97,9.48,1.9,Eligible
3082,450,Bachelor,6,2,"Python, SQL",No,3.03,5.12,8.53,Not Eligible
3083,367,Bachelor,0,1,"Data Visualization, Excel",Yes,7.73,8.14,10,Eligible
3084,2951,Bachelor,16,2,"Leadership, Communication, Machine Learning",Yes,4.28,9.59,7.33,Not Eligible
3085,311,Bachelor,12,3,Leadership,Yes,3.22,3.1,1.43,Not Eligible
3086,4773,Bachelor,10,1,Communication,No,6.09,8.34,5.25,Not Eligible
3087,3857,Master,16,2,"Machine Learning, Leadership, Cloud Computing, Python",Yes,1.1,9,1.06,Not Eligible
3088,1503,PhD,12,3,"Machine Learning, SQL",No,9.79,5.96,3.48,Eligible
3089,251,Bachelor,3,1,Cloud Computing,Yes,9.49,7.07,1.72,Eligible
3090,3143,Bachelor,4,1,"Python, Machine Learning",No,8.11,4.99,4.78,Not Eligible
3091,255,Bachelor,13,2,"Leadership, Data Visualization, Excel, Machine Learning",No,1.48,4.83,4.88,Not Eligible
3092,4225,Master,15,2,SQL,No,1.67,2.43,2.59,Not Eligible
3093,514,Bachelor,5,2,Excel,No,6.83,7.2,8.47,Not Eligible
3094,351,Bachelor,1,1,"Leadership, Python, Communication, SQL",No,8.2,2.5,7.9,Not Eligible
3095,3195,Bachelor,12,2,"Python, Excel",No,1.49,2.64,8.44,Not Eligible
3096,3745,Master,17,2,Machine Learning,Yes,6.07,5.52,5.92,Eligible
3097,3981,Bachelor,3,4,"Leadership, Data Visualization",No,7.29,5.12,1.07,Not Eligible
3098,2881,Bachelor,15,2,"Machine Learning, Python, SQL",No,2.47,6.85,9.31,Not Eligible
3099,3379,Bachelor,3,1,"Python, Excel, SQL",Yes,2.58,5.7,9.27,Not Eligible
3100,3233,Bachelor,15,1,Leadership,No,9.38,3.84,5.89,Not Eligible
3101,2563,Bachelor,16,4,Communication,No,4.61,1.52,9.13,Not Eligible
3102,1596,Master,2,3,"Communication, Python, Data Visualization, SQL",No,3.47,6.3,3.4,Not Eligible
3103,1708,Master,5,1,"Cloud Computing, Python",Yes,1.41,5.4,5.65,Not Eligible
3104,2426,Bachelor,18,4,"Leadership, Data Visualization, Cloud Computing, Machine Learning",No,1.33,1.73,7.2,Not Eligible
3105,104,Bachelor,1,1,"Cloud Computing, Python, Communication, SQL",No,3.32,7.29,5.53,Not Eligible
3106,943,Bachelor,13,2,"Excel, SQL, Cloud Computing",No,6.58,3.29,8.64,Not Eligible
3107,4651,Bachelor,2,2,"Python, Machine Learning",No,6.45,1.31,5.88,Not Eligible
3108,4005,Master,6,1,"Leadership, Python, Cloud Computing, Excel",No,3.03,1.1,2.51,Not Eligible
3109,4045,PhD,10,4,Machine Learning,No,7.68,5.86,8.46,Eligible
3110,3870,Bachelor,14,1,"Cloud Computing, Machine Learning",No,5.15,9.36,7.36,Not Eligible
3111,1918,Bachelor,17,2,"Machine Learning, Leadership",No,8.19,8.63,5.61,Not Eligible
3112,2268,Bachelor,3,2,"Excel, Communication",No,9.32,1.91,5.48,Not Eligible
3113,2186,Master,2,4,"Python, Machine Learning, Data Visualization, Excel",Yes,3.14,3.86,7.22,Not Eligible
3114,4764,PhD,15,4,"Cloud Computing, Data Visualization",No,5.03,3.82,6.98,Not Eligible
3115,2310,Bachelor,7,2,Excel,Yes,1.48,8.67,3.35,Not Eligible
3116,4681,Bachelor,7,3,"Excel, Leadership, Python",No,7.86,8.2,7.75,Eligible
3117,1588,Bachelor,3,2,"Machine Learning, Communication, Data Visualization",No,3.9,9.69,8.69,Not Eligible
3118,1106,Bachelor,15,3,"Data Visualization, Excel",Yes,6.86,5.69,3.13,Eligible
3119,4525,Bachelor,3,4,"SQL, Leadership, Machine Learning",No,4.43,1.12,5.05,Not Eligible
3120,3446,Bachelor,5,1,Leadership,No,2.28,9.12,3.74,Not Eligible
3121,4567,Bachelor,5,2,"Python, Excel, Data Visualization, Communication",No,1.06,1.32,2.6,Not Eligible
3122,4877,Bachelor,17,3,"Leadership, Machine Learning",Yes,6.76,8.49,1.83,Eligible
3123,971,Bachelor,11,2,Data Visualization,No,9.41,5.67,8.46,Not Eligible
3124,587,Master,7,2,Excel,No,9.13,9.69,3.04,Eligible
3125,718,Bachelor,13,1,"Leadership, Python, Cloud Computing",No,9.46,3.18,6.65,Not Eligible
3126,1293,Master,6,3,"Cloud Computing, Communication, Excel",Yes,7.19,5.61,4.93,Eligible
3127,1825,Bachelor,1,4,"Communication, Machine Learning, Python, Cloud Computing",No,4.86,1.12,5.54,Not Eligible
3128,4325,Bachelor,7,3,"Data Visualization, Cloud Computing, Leadership",No,5.74,6.41,5.82,Not Eligible
3129,4040,PhD,10,2,"Communication, Data Visualization, Machine Learning",No,7.54,1.61,6.56,Eligible
3130,3859,Bachelor,16,1,Excel,Yes,3.69,1.59,8.17,Not Eligible
3131,1124,Master,9,4,"Data Visualization, Communication",No,2.72,7.56,2.59,Eligible
3132,4514,Bachelor,6,1,"Machine Learning, Data Visualization, Leadership",No,1.61,2.67,3.82,Not Eligible
3133,1215,Bachelor,5,1,"Excel, Machine Learning, SQL, Python",No,5.29,9.8,2.02,Not Eligible
3134,2811,Bachelor,8,2,Machine Learning,No,1.82,4.57,7.27,Not Eligible
3135,3584,Bachelor,18,4,"Cloud Computing, SQL, Excel, Communication",No,5.14,5.35,3.82,Not Eligible
3136,3965,Master,4,1,"Python, Cloud Computing",No,8.32,3.83,8.15,Eligible
3137,4406,Bachelor,4,4,"Python, Cloud Computing, Data Visualization, Machine Learning",Yes,2.38,3.51,7.54,Not Eligible
3138,1842,Master,2,4,"Machine Learning, Leadership",No,2.08,8.87,1.39,Not Eligible
3139,833,Master,3,4,"Communication, SQL, Leadership",Yes,3.21,9.04,1.92,Not Eligible
3140,221,Master,11,1,Data Visualization,No,1.75,2.88,6.42,Not Eligible
3141,4226,Bachelor,5,1,"Python, Data Visualization, Leadership",No,4.28,1.36,7.32,Not Eligible
3142,3246,Bachelor,9,3,"SQL, Data Visualization",No,6.48,3.5,4.34,Not Eligible
3143,4094,Master,7,4,Python,No,5.25,8.42,2.8,Eligible
3144,759,Bachelor,16,1,"Excel, Python, Cloud Computing",Yes,7.48,5.48,2.43,Eligible
3145,4164,Bachelor,5,1,"Python, Excel",No,2.08,8.1,3.16,Not Eligible
3146,2195,Bachelor,4,2,"Communication, Excel, Cloud Computing, Leadership",No,4.06,8.5,2.5,Not Eligible
3147,2516,Bachelor,9,3,"Machine Learning, Data Visualization, SQL",No,4.75,8.37,3.89,Eligible
3148,2053,Bachelor,11,4,"Data Visualization, Communication",Yes,5.14,6.24,5.41,Not Eligible
3149,4681,Master,13,1,SQL,No,1.62,2.53,7.1,Not Eligible
3150,4308,Bachelor,2,1,Python,No,1.58,6.68,8.8,Not Eligible
3151,447,Master,19,3,"SQL, Data Visualization",No,1.76,3.73,7.52,Not Eligible
3152,3636,Bachelor,3,3,"Leadership, SQL, Machine Learning, Data Visualization",No,2.26,7.88,6.87,Not Eligible
3153,2417,Bachelor,3,4,"Python, Excel, SQL",Yes,1,2.84,8.09,Not Eligible
3154,4412,Master,7,1,"Communication, Machine Learning",No,3.72,6.82,9.14,Not Eligible
3155,123,Master,3,3,"Machine Learning, Excel",Yes,4.7,1.77,3.07,Not Eligible
3156,4475,Bachelor,18,1,"Machine Learning, Python",No,5.94,8.22,6.6,Not Eligible
3157,3668,Bachelor,14,3,"Python, Data Visualization, Excel, Communication",Yes,1.25,3.83,1.34,Not Eligible
3158,1940,Master,12,1,"Communication, Machine Learning, Cloud Computing, Python",No,5.01,9.75,9.92,Not Eligible
3159,3175,Bachelor,4,3,"Python, Leadership",No,9.44,5.14,8.72,Not Eligible
3160,2721,Bachelor,14,1,"Data Visualization, SQL",No,7.76,3.31,4.32,Not Eligible
3161,4500,Bachelor,17,3,"SQL, Communication, Data Visualization, Cloud Computing",Yes,3.89,2.13,6.54,Not Eligible
3162,4657,Master,4,3,Machine Learning,No,5.74,9.88,5.91,Not Eligible
3163,301,Bachelor,17,4,"SQL, Machine Learning, Data Visualization",No,7.29,4.6,8.6,Not Eligible
3164,1527,Bachelor,9,1,"Machine Learning, SQL",No,2.39,7,5.31,Not Eligible
3165,2936,Bachelor,17,2,"Excel, Leadership",Yes,1.65,3.89,2.18,Not Eligible
3166,1400,Master,6,3,Communication,No,6.57,3.03,5.32,Not Eligible
3167,2351,Bachelor,9,1,"Machine Learning, Leadership, Data Visualization",No,7.63,6.14,2.07,Not Eligible
3168,4341,Bachelor,3,2,"Python, Excel, Cloud Computing, Leadership",Yes,5.63,4.56,8.27,Not Eligible
3169,2336,Bachelor,8,4,"Excel, Cloud Computing, Communication",No,7.26,5.33,2.5,Not Eligible
3170,1053,Bachelor,12,4,"Communication, SQL, Excel, Data Visualization",No,7.47,7.35,4.32,Eligible
3171,4295,Bachelor,15,2,Leadership,No,6.8,3.54,1.95,Not Eligible
3172,1117,Master,12,4,"Communication, SQL",No,9.43,2.39,4.41,Eligible
3173,3289,Master,2,4,Excel,No,5.82,5.84,9.67,Not Eligible
3174,4395,Master,14,1,"SQL, Leadership",No,1.51,2.04,9.37,Not Eligible
3175,1472,Bachelor,16,3,"Communication, Data Visualization",No,6.09,7.08,6.07,Eligible
3176,1115,Bachelor,2,1,"Communication, Leadership, Excel, Python",No,6.75,6.32,6.74,Not Eligible
3177,3735,Bachelor,2,3,"Leadership, Cloud Computing, Excel",No,4.07,3.11,4.17,Not Eligible
3178,3388,Master,18,2,Cloud Computing,No,5.25,3.42,2.89,Not Eligible
3179,1310,Master,3,3,Leadership,No,7.93,2.68,3.5,Eligible
3180,3335,Master,2,1,"Excel, Communication, Leadership",No,7.47,9.02,1.71,Not Eligible
3181,3814,Bachelor,15,1,"Cloud Computing, SQL, Python",Yes,2.6,3.87,5.01,Not Eligible
3182,1823,Bachelor,18,4,"Excel, Data Visualization, Machine Learning, Python",No,3.14,9.2,1.77,Eligible
3183,3818,Master,5,2,"Leadership, Cloud Computing, Python",No,6.14,1.2,4.35,Not Eligible
3184,2067,Bachelor,16,1,"SQL, Cloud Computing, Leadership",No,4.51,4.53,8.66,Not Eligible
3185,4148,Bachelor,3,3,"Communication, Leadership, Cloud Computing, SQL",Yes,7.75,9.14,4.52,Eligible
3186,2799,Bachelor,16,1,"Cloud Computing, Data Visualization",Yes,1.91,7.45,4.92,Not Eligible
3187,1530,Master,1,1,"Python, Cloud Computing",Yes,3.93,1.55,5.74,Not Eligible
3188,2553,Bachelor,18,1,"Data Visualization, Leadership",No,4.31,5.45,3.83,Not Eligible
3189,3206,Bachelor,8,4,"Communication, SQL",No,4.88,2.15,1.74,Not Eligible
3190,4986,Bachelor,2,4,"Data Visualization, Communication, Excel, SQL",Yes,7.9,2.28,7.85,Eligible
3191,3283,Bachelor,12,3,Communication,No,1.17,4.99,3.17,Not Eligible
3192,3572,Bachelor,17,4,"Communication, Leadership, SQL, Python",Yes,2.3,8.88,2.31,Eligible
3193,2189,Master,19,3,"Leadership, SQL, Python, Excel",No,5.96,4.28,1.79,Not Eligible
3194,4604,Bachelor,14,4,Data Visualization,No,5.38,7.16,7.12,Eligible
3195,4124,Master,1,4,"Communication, Leadership",No,9.56,3.05,1.15,Not Eligible
3196,3077,Bachelor,11,2,"Data Visualization, Python, Communication, Cloud Computing",No,1.5,4.63,6.34,Not Eligible
3197,1198,Bachelor,6,3,"Machine Learning, Communication, Leadership, Python",No,3.67,2.04,4.14,Not Eligible
3198,814,Bachelor,10,4,"Python, Machine Learning, Excel",Yes,8,2.21,5.56,Eligible
3199,2203,Bachelor,14,1,"Data Visualization, Python, Communication, Machine Learning",Yes,9.65,6.88,9.17,Eligible
3200,4854,Bachelor,6,1,"Machine Learning, Leadership",No,9.95,1.11,1.01,Not Eligible
3201,1086,Bachelor,7,4,Leadership,No,3.63,7.42,6.72,Eligible
3202,196,Master,11,3,Python,Yes,6.36,8.78,9.04,Eligible
3203,4186,Bachelor,5,4,"Data Visualization, Excel",Yes,9.62,3.29,3.2,Eligible
3204,3681,Bachelor,13,3,"Excel, Machine Learning, Cloud Computing, Communication",No,9.8,8.87,2.05,Eligible
3205,640,Bachelor,4,4,Cloud Computing,No,2.06,7.59,4.51,Not Eligible
3206,396,Bachelor,3,2,"Leadership, Python, Excel",No,4.19,8.41,9.56,Not Eligible
3207,1485,Bachelor,3,3,"Excel, Machine Learning, Python",Yes,7.6,8.08,6.25,Eligible
3208,3541,Master,8,4,"Communication, SQL, Machine Learning, Data Visualization",Yes,6.03,1.01,9.52,Eligible
3209,1063,Bachelor,14,2,"Leadership, Communication, Machine Learning",No,6.19,7.11,3.43,Not Eligible
3210,2631,Bachelor,17,2,Data Visualization,Yes,4.88,5.04,7.49,Not Eligible
3211,3537,Bachelor,6,3,"Communication, SQL, Excel, Leadership",No,8.6,9.9,3.48,Eligible
3212,77,Bachelor,19,4,"Data Visualization, Leadership, Communication",No,1.58,6.22,5.64,Not Eligible
3213,4888,Bachelor,15,2,"Cloud Computing, Excel",No,3.06,6.43,9.14,Not Eligible
3214,2861,Bachelor,10,2,Data Visualization,No,7.33,10,1.79,Not Eligible
3215,2824,Master,3,1,"Communication, Cloud Computing, SQL, Machine Learning",No,8.37,3.41,3.66,Eligible
3216,3528,Bachelor,7,1,"Communication, Data Visualization, Machine Learning, SQL",No,9.74,7.94,4.19,Not Eligible
3217,3202,Bachelor,2,1,Cloud Computing,No,3.66,1.5,1.53,Not Eligible
3218,323,Master,4,3,"SQL, Data Visualization, Python, Cloud Computing",No,2.98,5.43,3.13,Not Eligible
3219,666,Bachelor,2,1,"Leadership, Excel, SQL, Python",No,3.33,6.67,1.57,Not Eligible
3220,550,Bachelor,19,4,SQL,No,3.24,2.86,3.65,Not Eligible
3221,3907,Bachelor,8,2,Communication,No,5.29,5.27,1.25,Not Eligible
3222,3233,Bachelor,2,1,"SQL, Data Visualization, Communication",No,3.55,5.11,1.35,Not Eligible
3223,1303,Bachelor,9,4,"Python, Machine Learning, Leadership",Yes,2.25,3.53,3.11,Not Eligible
3224,359,Bachelor,16,4,SQL,No,1.48,6.47,4.41,Not Eligible
3225,2811,Bachelor,10,1,"SQL, Cloud Computing",No,3.3,7.09,4.58,Not Eligible
3226,2032,PhD,8,3,"Leadership, Python, Excel",No,8.36,1.79,4.16,Eligible
3227,3592,Bachelor,10,4,"Cloud Computing, Communication",No,8.6,2.39,5.62,Not Eligible
3228,3105,Master,6,3,"Data Visualization, SQL, Machine Learning",No,6.32,9.61,9.22,Eligible
3229,4528,Bachelor,0,3,"SQL, Python, Cloud Computing, Communication",Yes,4.56,1.35,5.12,Not Eligible
3230,3425,Bachelor,13,3,"Leadership, Communication, Data Visualization, Excel",No,3.4,1.98,1.9,Not Eligible
3231,4397,Bachelor,10,4,"Cloud Computing, Excel",No,1.35,8.31,7.14,Eligible
3232,2123,Master,13,1,"Python, Communication, Excel, Cloud Computing",No,9.91,8.28,9.6,Eligible
3233,4339,Master,17,4,"SQL, Leadership, Data Visualization, Excel",Yes,4.44,9.59,2.76,Eligible
3234,281,Bachelor,8,2,"Python, Machine Learning, Communication",No,4.36,8.79,2.74,Not Eligible
3235,4623,PhD,11,2,"Communication, SQL, Machine Learning",No,4.58,2.95,3.26,Not Eligible
3236,522,Master,13,1,"Excel, Cloud Computing",No,7.99,7.12,1.44,Eligible
3237,3170,PhD,11,4,"Cloud Computing, Leadership",No,6.93,2.78,8.25,Not Eligible
3238,4309,Master,2,4,"Excel, Communication, Cloud Computing, Data Visualization",No,9.49,8.42,4.43,Not Eligible
3239,1849,Bachelor,8,2,"Communication, Machine Learning, Cloud Computing, SQL",Yes,1.67,5.7,7.97,Not Eligible
3240,2552,Bachelor,15,2,Excel,Yes,9.65,5.17,6.64,Eligible
3241,3304,PhD,3,4,"Leadership, Cloud Computing, Excel",Yes,6.31,5.51,2.01,Eligible
3242,2177,Bachelor,12,4,Communication,No,9.36,1.22,5.91,Not Eligible
3243,46,Master,17,1,"Communication, Cloud Computing",No,7.88,7.45,7.45,Eligible
3244,955,Bachelor,7,4,"Data Visualization, SQL",No,9.88,2.51,1.44,Not Eligible
3245,2510,Bachelor,7,3,"Leadership, Python, Excel, Communication",No,2.92,2.23,4.79,Not Eligible
3246,4541,Bachelor,15,1,"Machine Learning, Excel, Data Visualization, SQL",No,5.69,3.71,8.29,Not Eligible
3247,979,Bachelor,12,3,"Machine Learning, Python",No,9.45,5.41,9.84,Not Eligible
3248,2824,Master,1,2,Python,No,2.24,5.58,7.28,Not Eligible
3249,4649,Bachelor,12,3,"Communication, SQL, Machine Learning",Yes,8.02,6.91,3.79,Eligible
3250,641,Bachelor,17,3,Data Visualization,Yes,9.23,1.59,3.53,Eligible
3251,4207,Bachelor,18,2,"Python, SQL",No,4.37,4.05,6.28,Not Eligible
3252,4321,Master,3,3,Python,Yes,4.99,3.2,9.4,Not Eligible
3253,1141,Bachelor,3,4,"Leadership, Machine Learning, Data Visualization, Cloud Computing",No,8.49,4.63,3.05,Not Eligible
3254,2466,Bachelor,1,2,"SQL, Cloud Computing, Data Visualization",No,6.1,5.58,3.08,Not Eligible
3255,388,Bachelor,8,2,"Data Visualization, Python",No,5.31,8.64,5.61,Not Eligible
3256,2897,Bachelor,8,4,"Leadership, Cloud Computing, Excel, Communication",Yes,3.47,8.74,6.18,Eligible
3257,2471,Bachelor,3,1,SQL,No,5.83,5.81,9.43,Not Eligible
3258,3327,PhD,15,1,"Leadership, Communication, Excel",Yes,4.38,8.07,3.91,Not Eligible
3259,950,Bachelor,7,1,Excel,No,5.24,4.63,4.85,Not Eligible
3260,1322,Bachelor,6,2,Excel,Yes,8.65,9.89,4.21,Eligible
3261,1581,Master,12,3,Leadership,Yes,8.61,2.14,7.6,Eligible
3262,4506,Bachelor,4,4,"Excel, Cloud Computing, Machine Learning",No,1.19,2.29,4.2,Not Eligible
3263,2843,Bachelor,7,3,"Communication, Python, Leadership",No,5.91,3.64,4.92,Not Eligible
3264,3751,Bachelor,1,4,SQL,No,9.56,1.94,4.28,Not Eligible
3265,921,Bachelor,15,1,Leadership,No,5.01,1.05,1.25,Not Eligible
3266,797,Bachelor,17,1,"Cloud Computing, Excel, Data Visualization, Machine Learning",No,1.99,3.94,5.88,Not Eligible
3267,1395,Bachelor,9,1,Python,No,1.1,1.42,4.55,Not Eligible
3268,1882,Master,8,4,Data Visualization,Yes,4.67,6.24,2.17,Not Eligible
